站名,年份,月份,總日照時數h,總日射量MJ/ m2
南改義竹分場,2012,12,290.6,536.8
南改鹿草分場,2012,12,287.1,530.9
布袋國中,2012,12,288.5,549.3
農試溪口農場,2012,12,*264.0,*496.3
七股研究中心,2012,12,294.2,561.9
六官養殖協會,2012,12,291.6,534.9
水試所海水繁養殖中心,2012,12,288.3,543.5
畜試所,2012,12,293.8,532.0
臺南蘭花園區,2012,12,287.8,525.4
臺南農改,2012,12,295.8,539.3
林試六龜中心,2012,12,293.1,556.2
林試扇平站,2012,12,254.2,445.7
農試鳳山分所,2012,12,*280.6,*506.7
高改旗南分場,2012,12,*281.8,*511.7
崎峰國小,2012,12,303.7,607.6
恆春工作站,2012,12,XXX,XXX
東港工作站,2012,12,306.5,613.5
畜試南區分所,2012,12,*296.5,*618.7
高雄農改,2012,12,312.5,717.9
畜試東區分所,2012,12,258.3,448.9
花改蘭陽分場,2012,12,248.4,410.9
花蓮農改,2012,12,243.1,383.7
東改班鳩分場,2012,12,231.4,352.9
東改賓朗果園,2012,12,*223.5,*342.0
林試太麻里1,2012,12,250.0,429.1
林試太麻里2,2012,12,*252.8,*456.9
茶改東部分場,2012,12,*236.9,*399.6
桃改樹林分場,2013,2,254.5,427.2
茶改北部分場,2013,2,249.9,431.5
桃園農改,2013,2,286.0,533.5
茶改場,2013,2,276.5,504.4
農工中心,2013,2,268.5,478.7
桃改五峰分場,2013,2,253.8,436.2
桃改新埔分場,2013,2,288.9,510.0
畜試北區分所,2013,2,315.6,719.9
苗改生物防治研究中心,2013,2,297.9,556.5
苗栗農改,2013,2,301.2,601.6
種苗繁殖,2013,2,297.5,539.4
農業試驗所,2013,2,214.3,377.8
王功漁港,2013,2,295.4,547.3
臺中農改,2013,2,293.4,538.6
中改埔里分場,2013,2,*252.9,*398.1
林試畢祿溪站,2013,2,*246.2,*422.7
臺大內茅埔,2013,2,229.0,364.4
臺大和社,2013,2,234.6,370.7
臺大溪頭,2013,2,200.1,291.0
臺大竹山,2013,2,276.4,478.3
茶改中部分場,2013,2,260.8,418.9
茶改南部分場,2013,2,275.2,475.7
萬大發電廠,2013,2,258.1,468.2
蓮華池,2013,2,261.3,407.1
南改斗南分場,2013,2,289.5,532.4
口湖工作站,2013,2,294.1,560.1
四湖植物園,2013,2,288.5,535.2
水試臺西試驗場,2013,2,*283.6,*527.5
海口故事園區,2013,2,275.7,498.4
臺大雲林校區,2013,2,292.1,536.9
麥寮合作社,2013,2,296.4,551.4
農試嘉義分所,2013,2,*257.4,*455.8
南改義竹分場,2013,2,290.6,536.8
南改鹿草分場,2013,2,287.1,530.9
布袋國中,2013,2,288.5,549.3
農試溪口農場,2013,2,*264.0,*496.3
七股研究中心,2013,2,294.2,561.9
六官養殖協會,2013,2,291.6,534.9
水試所海水繁養殖中心,2013,2,288.3,543.5
畜試所,2013,2,293.8,532.0
臺南蘭花園區,2013,2,287.8,525.4
臺南農改,2013,2,295.8,539.3
林試六龜中心,2013,2,293.1,556.2
林試扇平站,2013,2,254.2,445.7
農試鳳山分所,2013,2,*280.6,*506.7
高改旗南分場,2013,2,*281.8,*511.7
崎峰國小,2013,2,303.7,607.6
恆春工作站,2013,2,XXX,XXX
東港工作站,2013,2,306.5,613.5
畜試南區分所,2013,2,*296.5,*618.7
高雄農改,2013,2,312.5,717.9
畜試東區分所,2013,2,258.3,448.9
花改蘭陽分場,2013,2,248.4,410.9
花蓮農改,2013,2,243.1,383.7
東改班鳩分場,2013,2,231.4,352.9
東改賓朗果園,2013,2,*223.5,*342.0
林試太麻里1,2013,2,250.0,429.1
林試太麻里2,2013,2,*252.8,*456.9
茶改東部分場,2013,2,*236.9,*399.6
桃改樹林分場,2013,3,254.5,427.2
茶改北部分場,2013,3,249.9,431.5
桃園農改,2013,3,286.0,533.5
茶改場,2013,3,276.5,504.4
農工中心,2013,3,268.5,478.7
桃改五峰分場,2013,3,253.8,436.2
桃改新埔分場,2013,3,288.9,510.0
畜試北區分所,2013,3,315.6,719.9
苗改生物防治研究中心,2013,3,297.9,556.5
苗栗農改,2013,3,301.2,601.6
種苗繁殖,2013,3,297.5,539.4
農業試驗所,2013,3,214.3,377.8
王功漁港,2013,3,295.4,547.3
臺中農改,2013,3,293.4,538.6
中改埔里分場,2013,3,*252.9,*398.1
林試畢祿溪站,2013,3,*246.2,*422.7
臺大內茅埔,2013,3,229.0,364.4
臺大和社,2013,3,234.6,370.7
臺大溪頭,2013,3,200.1,291.0
臺大竹山,2013,3,276.4,478.3
茶改中部分場,2013,3,260.8,418.9
茶改南部分場,2013,3,275.2,475.7
萬大發電廠,2013,3,258.1,468.2
蓮華池,2013,3,261.3,407.1
南改斗南分場,2013,3,289.5,532.4
口湖工作站,2013,3,294.1,560.1
四湖植物園,2013,3,288.5,535.2
水試臺西試驗場,2013,3,*283.6,*527.5
海口故事園區,2013,3,275.7,498.4
臺大雲林校區,2013,3,292.1,536.9
麥寮合作社,2013,3,296.4,551.4
農試嘉義分所,2013,3,*257.4,*455.8
南改義竹分場,2013,3,290.6,536.8
南改鹿草分場,2013,3,287.1,530.9
布袋國中,2013,3,288.5,549.3
農試溪口農場,2013,3,*264.0,*496.3
七股研究中心,2013,3,294.2,561.9
六官養殖協會,2013,3,291.6,534.9
水試所海水繁養殖中心,2013,3,288.3,543.5
畜試所,2013,3,293.8,532.0
臺南蘭花園區,2013,3,287.8,525.4
臺南農改,2013,3,295.8,539.3
林試六龜中心,2013,3,293.1,556.2
林試扇平站,2013,3,254.2,445.7
農試鳳山分所,2013,3,*280.6,*506.7
高改旗南分場,2013,3,*281.8,*511.7
崎峰國小,2013,3,303.7,607.6
恆春工作站,2013,3,XXX,XXX
東港工作站,2013,3,306.5,613.5
畜試南區分所,2013,3,*296.5,*618.7
高雄農改,2013,3,312.5,717.9
畜試東區分所,2013,3,258.3,448.9
花改蘭陽分場,2013,3,248.4,410.9
花蓮農改,2013,3,243.1,383.7
東改班鳩分場,2013,3,231.4,352.9
東改賓朗果園,2013,3,*223.5,*342.0
林試太麻里1,2013,3,250.0,429.1
林試太麻里2,2013,3,*252.8,*456.9
茶改東部分場,2013,3,*236.9,*399.6
桃改樹林分場,2013,5,254.5,427.2
茶改北部分場,2013,5,249.9,431.5
桃園農改,2013,5,286.0,533.5
茶改場,2013,5,276.5,504.4
農工中心,2013,5,268.5,478.7
桃改五峰分場,2013,5,253.8,436.2
桃改新埔分場,2013,5,288.9,510.0
畜試北區分所,2013,5,315.6,719.9
苗改生物防治研究中心,2013,5,297.9,556.5
苗栗農改,2013,5,301.2,601.6
種苗繁殖,2013,5,297.5,539.4
農業試驗所,2013,5,214.3,377.8
王功漁港,2013,5,295.4,547.3
臺中農改,2013,5,293.4,538.6
中改埔里分場,2013,5,*252.9,*398.1
林試畢祿溪站,2013,5,*246.2,*422.7
臺大內茅埔,2013,5,229.0,364.4
臺大和社,2013,5,234.6,370.7
臺大溪頭,2013,5,200.1,291.0
臺大竹山,2013,5,276.4,478.3
茶改中部分場,2013,5,260.8,418.9
茶改南部分場,2013,5,275.2,475.7
萬大發電廠,2013,5,258.1,468.2
蓮華池,2013,5,261.3,407.1
南改斗南分場,2013,5,289.5,532.4
口湖工作站,2013,5,294.1,560.1
四湖植物園,2013,5,288.5,535.2
水試臺西試驗場,2013,5,*283.6,*527.5
海口故事園區,2013,5,275.7,498.4
臺大雲林校區,2013,5,292.1,536.9
麥寮合作社,2013,5,296.4,551.4
農試嘉義分所,2013,5,*257.4,*455.8
南改義竹分場,2013,5,290.6,536.8
南改鹿草分場,2013,5,287.1,530.9
布袋國中,2013,5,288.5,549.3
農試溪口農場,2013,5,*264.0,*496.3
七股研究中心,2013,5,294.2,561.9
六官養殖協會,2013,5,291.6,534.9
水試所海水繁養殖中心,2013,5,288.3,543.5
畜試所,2013,5,293.8,532.0
臺南蘭花園區,2013,5,287.8,525.4
臺南農改,2013,5,295.8,539.3
林試六龜中心,2013,5,293.1,556.2
林試扇平站,2013,5,254.2,445.7
農試鳳山分所,2013,5,*280.6,*506.7
高改旗南分場,2013,5,*281.8,*511.7
崎峰國小,2013,5,303.7,607.6
恆春工作站,2013,5,XXX,XXX
東港工作站,2013,5,306.5,613.5
畜試南區分所,2013,5,*296.5,*618.7
高雄農改,2013,5,312.5,717.9
畜試東區分所,2013,5,258.3,448.9
花改蘭陽分場,2013,5,248.4,410.9
花蓮農改,2013,5,243.1,383.7
東改班鳩分場,2013,5,231.4,352.9
東改賓朗果園,2013,5,*223.5,*342.0
林試太麻里1,2013,5,250.0,429.1
林試太麻里2,2013,5,*252.8,*456.9
茶改東部分場,2013,5,*236.9,*399.6
桃改樹林分場,2013,6,254.5,427.2
茶改北部分場,2013,6,249.9,431.5
桃園農改,2013,6,286.0,533.5
茶改場,2013,6,276.5,504.4
農工中心,2013,6,268.5,478.7
桃改五峰分場,2013,6,253.8,436.2
桃改新埔分場,2013,6,288.9,510.0
畜試北區分所,2013,6,315.6,719.9
苗改生物防治研究中心,2013,6,297.9,556.5
苗栗農改,2013,6,301.2,601.6
種苗繁殖,2013,6,297.5,539.4
農業試驗所,2013,6,214.3,377.8
王功漁港,2013,6,295.4,547.3
臺中農改,2013,6,293.4,538.6
中改埔里分場,2013,6,*252.9,*398.1
林試畢祿溪站,2013,6,*246.2,*422.7
臺大內茅埔,2013,6,229.0,364.4
臺大和社,2013,6,234.6,370.7
臺大溪頭,2013,6,200.1,291.0
臺大竹山,2013,6,276.4,478.3
茶改中部分場,2013,6,260.8,418.9
茶改南部分場,2013,6,275.2,475.7
萬大發電廠,2013,6,258.1,468.2
蓮華池,2013,6,261.3,407.1
南改斗南分場,2013,6,289.5,532.4
口湖工作站,2013,6,294.1,560.1
四湖植物園,2013,6,288.5,535.2
水試臺西試驗場,2013,6,*283.6,*527.5
海口故事園區,2013,6,275.7,498.4
臺大雲林校區,2013,6,292.1,536.9
麥寮合作社,2013,6,296.4,551.4
農試嘉義分所,2013,6,*257.4,*455.8
南改義竹分場,2013,6,290.6,536.8
南改鹿草分場,2013,6,287.1,530.9
布袋國中,2013,6,288.5,549.3
農試溪口農場,2013,6,*264.0,*496.3
七股研究中心,2013,6,294.2,561.9
六官養殖協會,2013,6,291.6,534.9
水試所海水繁養殖中心,2013,6,288.3,543.5
畜試所,2013,6,293.8,532.0
臺南蘭花園區,2013,6,287.8,525.4
臺南農改,2013,6,295.8,539.3
林試六龜中心,2013,6,293.1,556.2
林試扇平站,2013,6,254.2,445.7
農試鳳山分所,2013,6,*280.6,*506.7
高改旗南分場,2013,6,*281.8,*511.7
崎峰國小,2013,6,303.7,607.6
恆春工作站,2013,6,XXX,XXX
東港工作站,2013,6,306.5,613.5
畜試南區分所,2013,6,*296.5,*618.7
高雄農改,2013,6,312.5,717.9
畜試東區分所,2013,6,258.3,448.9
花改蘭陽分場,2013,6,248.4,410.9
花蓮農改,2013,6,243.1,383.7
東改班鳩分場,2013,6,231.4,352.9
東改賓朗果園,2013,6,*223.5,*342.0
林試太麻里1,2013,6,250.0,429.1
林試太麻里2,2013,6,*252.8,*456.9
茶改東部分場,2013,6,*236.9,*399.6
桃改樹林分場,2013,7,254.5,427.2
茶改北部分場,2013,7,249.9,431.5
桃園農改,2013,7,286.0,533.5
茶改場,2013,7,276.5,504.4
農工中心,2013,7,268.5,478.7
桃改五峰分場,2013,7,253.8,436.2
桃改新埔分場,2013,7,288.9,510.0
畜試北區分所,2013,7,315.6,719.9
苗改生物防治研究中心,2013,7,297.9,556.5
苗栗農改,2013,7,301.2,601.6
種苗繁殖,2013,7,297.5,539.4
農業試驗所,2013,7,214.3,377.8
王功漁港,2013,7,295.4,547.3
臺中農改,2013,7,293.4,538.6
中改埔里分場,2013,7,*252.9,*398.1
林試畢祿溪站,2013,7,*246.2,*422.7
臺大內茅埔,2013,7,229.0,364.4
臺大和社,2013,7,234.6,370.7
臺大溪頭,2013,7,200.1,291.0
臺大竹山,2013,7,276.4,478.3
茶改中部分場,2013,7,260.8,418.9
茶改南部分場,2013,7,275.2,475.7
萬大發電廠,2013,7,258.1,468.2
蓮華池,2013,7,261.3,407.1
南改斗南分場,2013,7,289.5,532.4
口湖工作站,2013,7,294.1,560.1
四湖植物園,2013,7,288.5,535.2
水試臺西試驗場,2013,7,*283.6,*527.5
海口故事園區,2013,7,275.7,498.4
臺大雲林校區,2013,7,292.1,536.9
麥寮合作社,2013,7,296.4,551.4
農試嘉義分所,2013,7,*257.4,*455.8
南改義竹分場,2013,7,290.6,536.8
南改鹿草分場,2013,7,287.1,530.9
布袋國中,2013,7,288.5,549.3
農試溪口農場,2013,7,*264.0,*496.3
七股研究中心,2013,7,294.2,561.9
六官養殖協會,2013,7,291.6,534.9
水試所海水繁養殖中心,2013,7,288.3,543.5
畜試所,2013,7,293.8,532.0
臺南蘭花園區,2013,7,287.8,525.4
臺南農改,2013,7,295.8,539.3
林試六龜中心,2013,7,293.1,556.2
林試扇平站,2013,7,254.2,445.7
農試鳳山分所,2013,7,*280.6,*506.7
高改旗南分場,2013,7,*281.8,*511.7
崎峰國小,2013,7,303.7,607.6
恆春工作站,2013,7,XXX,XXX
東港工作站,2013,7,306.5,613.5
畜試南區分所,2013,7,*296.5,*618.7
高雄農改,2013,7,312.5,717.9
畜試東區分所,2013,7,258.3,448.9
花改蘭陽分場,2013,7,248.4,410.9
花蓮農改,2013,7,243.1,383.7
東改班鳩分場,2013,7,231.4,352.9
東改賓朗果園,2013,7,*223.5,*342.0
林試太麻里1,2013,7,250.0,429.1
林試太麻里2,2013,7,*252.8,*456.9
茶改東部分場,2013,7,*236.9,*399.6
桃改樹林分場,2013,9,254.5,427.2
茶改北部分場,2013,9,249.9,431.5
桃園農改,2013,9,286.0,533.5
茶改場,2013,9,276.5,504.4
農工中心,2013,9,268.5,478.7
桃改五峰分場,2013,9,253.8,436.2
桃改新埔分場,2013,9,288.9,510.0
畜試北區分所,2013,9,315.6,719.9
苗改生物防治研究中心,2013,9,297.9,556.5
苗栗農改,2013,9,301.2,601.6
種苗繁殖,2013,9,297.5,539.4
農業試驗所,2013,9,214.3,377.8
王功漁港,2013,9,295.4,547.3
臺中農改,2013,9,293.4,538.6
中改埔里分場,2013,9,*252.9,*398.1
林試畢祿溪站,2013,9,*246.2,*422.7
臺大內茅埔,2013,9,229.0,364.4
臺大和社,2013,9,234.6,370.7
臺大溪頭,2013,9,200.1,291.0
臺大竹山,2013,9,276.4,478.3
茶改中部分場,2013,9,260.8,418.9
茶改南部分場,2013,9,275.2,475.7
萬大發電廠,2013,9,258.1,468.2
蓮華池,2013,9,261.3,407.1
南改斗南分場,2013,9,289.5,532.4
口湖工作站,2013,9,294.1,560.1
四湖植物園,2013,9,288.5,535.2
水試臺西試驗場,2013,9,*283.6,*527.5
海口故事園區,2013,9,275.7,498.4
臺大雲林校區,2013,9,292.1,536.9
麥寮合作社,2013,9,296.4,551.4
農試嘉義分所,2013,9,*257.4,*455.8
南改義竹分場,2013,9,290.6,536.8
南改鹿草分場,2013,9,287.1,530.9
布袋國中,2013,9,288.5,549.3
農試溪口農場,2013,9,*264.0,*496.3
七股研究中心,2013,9,294.2,561.9
六官養殖協會,2013,9,291.6,534.9
水試所海水繁養殖中心,2013,9,288.3,543.5
畜試所,2013,9,293.8,532.0
臺南蘭花園區,2013,9,287.8,525.4
臺南農改,2013,9,295.8,539.3
林試六龜中心,2013,9,293.1,556.2
林試扇平站,2013,9,254.2,445.7
農試鳳山分所,2013,9,*280.6,*506.7
高改旗南分場,2013,9,*281.8,*511.7
崎峰國小,2013,9,303.7,607.6
恆春工作站,2013,9,XXX,XXX
東港工作站,2013,9,306.5,613.5
畜試南區分所,2013,9,*296.5,*618.7
高雄農改,2013,9,312.5,717.9
畜試東區分所,2013,9,258.3,448.9
花改蘭陽分場,2013,9,248.4,410.9
花蓮農改,2013,9,243.1,383.7
東改班鳩分場,2013,9,231.4,352.9
東改賓朗果園,2013,9,*223.5,*342.0
林試太麻里1,2013,9,250.0,429.1
林試太麻里2,2013,9,*252.8,*456.9
茶改東部分場,2013,9,*236.9,*399.6
桃改樹林分場,2013,10,254.5,427.2
茶改北部分場,2013,10,249.9,431.5
桃園農改,2013,10,286.0,533.5
茶改場,2013,10,276.5,504.4
農工中心,2013,10,268.5,478.7
桃改五峰分場,2013,10,253.8,436.2
桃改新埔分場,2013,10,288.9,510.0
畜試北區分所,2013,10,315.6,719.9
苗改生物防治研究中心,2013,10,297.9,556.5
苗栗農改,2013,10,301.2,601.6
種苗繁殖,2013,10,297.5,539.4
農業試驗所,2013,10,214.3,377.8
王功漁港,2013,10,295.4,547.3
臺中農改,2013,10,293.4,538.6
中改埔里分場,2013,10,*252.9,*398.1
林試畢祿溪站,2013,10,*246.2,*422.7
臺大內茅埔,2013,10,229.0,364.4
臺大和社,2013,10,234.6,370.7
臺大溪頭,2013,10,200.1,291.0
臺大竹山,2013,10,276.4,478.3
茶改中部分場,2013,10,260.8,418.9
茶改南部分場,2013,10,275.2,475.7
萬大發電廠,2013,10,258.1,468.2
蓮華池,2013,10,261.3,407.1
南改斗南分場,2013,10,289.5,532.4
口湖工作站,2013,10,294.1,560.1
四湖植物園,2013,10,288.5,535.2
水試臺西試驗場,2013,10,*283.6,*527.5
海口故事園區,2013,10,275.7,498.4
臺大雲林校區,2013,10,292.1,536.9
麥寮合作社,2013,10,296.4,551.4
農試嘉義分所,2013,10,*257.4,*455.8
南改義竹分場,2013,10,290.6,536.8
南改鹿草分場,2013,10,287.1,530.9
布袋國中,2013,10,288.5,549.3
農試溪口農場,2013,10,*264.0,*496.3
七股研究中心,2013,10,294.2,561.9
六官養殖協會,2013,10,291.6,534.9
水試所海水繁養殖中心,2013,10,288.3,543.5
畜試所,2013,10,293.8,532.0
臺南蘭花園區,2013,10,287.8,525.4
臺南農改,2013,10,295.8,539.3
林試六龜中心,2013,10,293.1,556.2
林試扇平站,2013,10,254.2,445.7
農試鳳山分所,2013,10,*280.6,*506.7
高改旗南分場,2013,10,*281.8,*511.7
崎峰國小,2013,10,303.7,607.6
恆春工作站,2013,10,XXX,XXX
東港工作站,2013,10,306.5,613.5
畜試南區分所,2013,10,*296.5,*618.7
高雄農改,2013,10,312.5,717.9
畜試東區分所,2013,10,258.3,448.9
花改蘭陽分場,2013,10,248.4,410.9
花蓮農改,2013,10,243.1,383.7
東改班鳩分場,2013,10,231.4,352.9
東改賓朗果園,2013,10,*223.5,*342.0
林試太麻里1,2013,10,250.0,429.1
林試太麻里2,2013,10,*252.8,*456.9
茶改東部分場,2013,10,*236.9,*399.6
桃改樹林分場,2013,11,254.5,427.2
茶改北部分場,2013,11,249.9,431.5
桃園農改,2013,11,286.0,533.5
茶改場,2013,11,276.5,504.4
農工中心,2013,11,268.5,478.7
桃改五峰分場,2013,11,253.8,436.2
桃改新埔分場,2013,11,288.9,510.0
畜試北區分所,2013,11,315.6,719.9
苗改生物防治研究中心,2013,11,297.9,556.5
苗栗農改,2013,11,301.2,601.6
種苗繁殖,2013,11,297.5,539.4
農業試驗所,2013,11,214.3,377.8
王功漁港,2013,11,295.4,547.3
臺中農改,2013,11,293.4,538.6
中改埔里分場,2013,11,*252.9,*398.1
林試畢祿溪站,2013,11,*246.2,*422.7
臺大內茅埔,2013,11,229.0,364.4
臺大和社,2013,11,234.6,370.7
臺大溪頭,2013,11,200.1,291.0
臺大竹山,2013,11,276.4,478.3
茶改中部分場,2013,11,260.8,418.9
茶改南部分場,2013,11,275.2,475.7
萬大發電廠,2013,11,258.1,468.2
蓮華池,2013,11,261.3,407.1
南改斗南分場,2013,11,289.5,532.4
口湖工作站,2013,11,294.1,560.1
四湖植物園,2013,11,288.5,535.2
水試臺西試驗場,2013,11,*283.6,*527.5
海口故事園區,2013,11,275.7,498.4
臺大雲林校區,2013,11,292.1,536.9
麥寮合作社,2013,11,296.4,551.4
農試嘉義分所,2013,11,*257.4,*455.8
南改義竹分場,2013,11,290.6,536.8
南改鹿草分場,2013,11,287.1,530.9
布袋國中,2013,11,288.5,549.3
農試溪口農場,2013,11,*264.0,*496.3
七股研究中心,2013,11,294.2,561.9
六官養殖協會,2013,11,291.6,534.9
水試所海水繁養殖中心,2013,11,288.3,543.5
畜試所,2013,11,293.8,532.0
臺南蘭花園區,2013,11,287.8,525.4
臺南農改,2013,11,295.8,539.3
林試六龜中心,2013,11,293.1,556.2
林試扇平站,2013,11,254.2,445.7
農試鳳山分所,2013,11,*280.6,*506.7
高改旗南分場,2013,11,*281.8,*511.7
崎峰國小,2013,11,303.7,607.6
恆春工作站,2013,11,XXX,XXX
東港工作站,2013,11,306.5,613.5
畜試南區分所,2013,11,*296.5,*618.7
高雄農改,2013,11,312.5,717.9
畜試東區分所,2013,11,258.3,448.9
花改蘭陽分場,2013,11,248.4,410.9
花蓮農改,2013,11,243.1,383.7
東改班鳩分場,2013,11,231.4,352.9
東改賓朗果園,2013,11,*223.5,*342.0
林試太麻里1,2013,11,250.0,429.1
林試太麻里2,2013,11,*252.8,*456.9
茶改東部分場,2013,11,*236.9,*399.6
桃改樹林分場,2013,12,254.5,427.2
茶改北部分場,2013,12,249.9,431.5
桃園農改,2013,12,286.0,533.5
茶改場,2013,12,276.5,504.4
農工中心,2013,12,268.5,478.7
桃改五峰分場,2013,12,253.8,436.2
桃改新埔分場,2013,12,288.9,510.0
畜試北區分所,2013,12,315.6,719.9
苗改生物防治研究中心,2013,12,297.9,556.5
苗栗農改,2013,12,301.2,601.6
種苗繁殖,2013,12,297.5,539.4
農業試驗所,2013,12,214.3,377.8
王功漁港,2013,12,295.4,547.3
臺中農改,2013,12,293.4,538.6
中改埔里分場,2013,12,*252.9,*398.1
林試畢祿溪站,2013,12,*246.2,*422.7
臺大內茅埔,2013,12,229.0,364.4
臺大和社,2013,12,234.6,370.7
臺大溪頭,2013,12,200.1,291.0
臺大竹山,2013,12,276.4,478.3
茶改中部分場,2013,12,260.8,418.9
茶改南部分場,2013,12,275.2,475.7
萬大發電廠,2013,12,258.1,468.2
蓮華池,2013,12,261.3,407.1
南改斗南分場,2013,12,289.5,532.4
口湖工作站,2013,12,294.1,560.1
四湖植物園,2013,12,288.5,535.2
水試臺西試驗場,2013,12,*283.6,*527.5
海口故事園區,2013,12,275.7,498.4
臺大雲林校區,2013,12,292.1,536.9
麥寮合作社,2013,12,296.4,551.4
農試嘉義分所,2013,12,*257.4,*455.8
南改義竹分場,2013,12,290.6,536.8
南改鹿草分場,2013,12,287.1,530.9
布袋國中,2013,12,288.5,549.3
農試溪口農場,2013,12,*264.0,*496.3
七股研究中心,2013,12,294.2,561.9
六官養殖協會,2013,12,291.6,534.9
水試所海水繁養殖中心,2013,12,288.3,543.5
畜試所,2013,12,293.8,532.0
臺南蘭花園區,2013,12,287.8,525.4
臺南農改,2013,12,295.8,539.3
林試六龜中心,2013,12,293.1,556.2
林試扇平站,2013,12,254.2,445.7
農試鳳山分所,2013,12,*280.6,*506.7
高改旗南分場,2013,12,*281.8,*511.7
崎峰國小,2013,12,303.7,607.6
恆春工作站,2013,12,XXX,XXX
東港工作站,2013,12,306.5,613.5
畜試南區分所,2013,12,*296.5,*618.7
高雄農改,2013,12,312.5,717.9
畜試東區分所,2013,12,258.3,448.9
花改蘭陽分場,2013,12,248.4,410.9
花蓮農改,2013,12,243.1,383.7
東改班鳩分場,2013,12,231.4,352.9
東改賓朗果園,2013,12,*223.5,*342.0
林試太麻里1,2013,12,250.0,429.1
林試太麻里2,2013,12,*252.8,*456.9
茶改東部分場,2013,12,*236.9,*399.6
桃改樹林分場,2014,1,254.5,427.2
茶改北部分場,2014,1,249.9,431.5
桃園農改,2014,1,286.0,533.5
茶改場,2014,1,276.5,504.4
農工中心,2014,1,268.5,478.7
桃改五峰分場,2014,1,253.8,436.2
桃改新埔分場,2014,1,288.9,510.0
畜試北區分所,2014,1,315.6,719.9
