站名,年份,月份,總日照時數h,總日射量MJ/ m2
萬大發電廠,2011,9,258.1,468.2
蓮華池,2011,9,261.3,407.1
南改斗南分場,2011,9,289.5,532.4
口湖工作站,2011,9,294.1,560.1
四湖植物園,2011,9,288.5,535.2
水試臺西試驗場,2011,9,*283.6,*527.5
海口故事園區,2011,9,275.7,498.4
臺大雲林校區,2011,9,292.1,536.9
麥寮合作社,2011,9,296.4,551.4
農試嘉義分所,2011,9,*257.4,*455.8
南改義竹分場,2011,9,290.6,536.8
南改鹿草分場,2011,9,287.1,530.9
布袋國中,2011,9,288.5,549.3
農試溪口農場,2011,9,*264.0,*496.3
七股研究中心,2011,9,294.2,561.9
六官養殖協會,2011,9,291.6,534.9
水試所海水繁養殖中心,2011,9,288.3,543.5
畜試所,2011,9,293.8,532.0
臺南蘭花園區,2011,9,287.8,525.4
臺南農改,2011,9,295.8,539.3
林試六龜中心,2011,9,293.1,556.2
林試扇平站,2011,9,254.2,445.7
農試鳳山分所,2011,9,*280.6,*506.7
高改旗南分場,2011,9,*281.8,*511.7
崎峰國小,2011,9,303.7,607.6
恆春工作站,2011,9,XXX,XXX
東港工作站,2011,9,306.5,613.5
畜試南區分所,2011,9,*296.5,*618.7
高雄農改,2011,9,312.5,717.9
畜試東區分所,2011,9,258.3,448.9
花改蘭陽分場,2011,9,248.4,410.9
花蓮農改,2011,9,243.1,383.7
東改班鳩分場,2011,9,231.4,352.9
東改賓朗果園,2011,9,*223.5,*342.0
林試太麻里1,2011,9,250.0,429.1
林試太麻里2,2011,9,*252.8,*456.9
茶改東部分場,2011,9,*236.9,*399.6
桃改樹林分場,2011,10,254.5,427.2
茶改北部分場,2011,10,249.9,431.5
桃園農改,2011,10,286.0,533.5
茶改場,2011,10,276.5,504.4
農工中心,2011,10,268.5,478.7
桃改五峰分場,2011,10,253.8,436.2
桃改新埔分場,2011,10,288.9,510.0
畜試北區分所,2011,10,315.6,719.9
苗改生物防治研究中心,2011,10,297.9,556.5
苗栗農改,2011,10,301.2,601.6
種苗繁殖,2011,10,297.5,539.4
農業試驗所,2011,10,214.3,377.8
王功漁港,2011,10,295.4,547.3
臺中農改,2011,10,293.4,538.6
中改埔里分場,2011,10,*252.9,*398.1
林試畢祿溪站,2011,10,*246.2,*422.7
臺大內茅埔,2011,10,229.0,364.4
臺大和社,2011,10,234.6,370.7
臺大溪頭,2011,10,200.1,291.0
臺大竹山,2011,10,276.4,478.3
茶改中部分場,2011,10,260.8,418.9
茶改南部分場,2011,10,275.2,475.7
萬大發電廠,2011,10,258.1,468.2
蓮華池,2011,10,261.3,407.1
南改斗南分場,2011,10,289.5,532.4
口湖工作站,2011,10,294.1,560.1
四湖植物園,2011,10,288.5,535.2
水試臺西試驗場,2011,10,*283.6,*527.5
海口故事園區,2011,10,275.7,498.4
臺大雲林校區,2011,10,292.1,536.9
麥寮合作社,2011,10,296.4,551.4
農試嘉義分所,2011,10,*257.4,*455.8
南改義竹分場,2011,10,290.6,536.8
南改鹿草分場,2011,10,287.1,530.9
布袋國中,2011,10,288.5,549.3
農試溪口農場,2011,10,*264.0,*496.3
七股研究中心,2011,10,294.2,561.9
六官養殖協會,2011,10,291.6,534.9
水試所海水繁養殖中心,2011,10,288.3,543.5
畜試所,2011,10,293.8,532.0
臺南蘭花園區,2011,10,287.8,525.4
臺南農改,2011,10,295.8,539.3
林試六龜中心,2011,10,293.1,556.2
林試扇平站,2011,10,254.2,445.7
農試鳳山分所,2011,10,*280.6,*506.7
高改旗南分場,2011,10,*281.8,*511.7
崎峰國小,2011,10,303.7,607.6
恆春工作站,2011,10,XXX,XXX
東港工作站,2011,10,306.5,613.5
畜試南區分所,2011,10,*296.5,*618.7
高雄農改,2011,10,312.5,717.9
畜試東區分所,2011,10,258.3,448.9
花改蘭陽分場,2011,10,248.4,410.9
花蓮農改,2011,10,243.1,383.7
東改班鳩分場,2011,10,231.4,352.9
東改賓朗果園,2011,10,*223.5,*342.0
林試太麻里1,2011,10,250.0,429.1
林試太麻里2,2011,10,*252.8,*456.9
茶改東部分場,2011,10,*236.9,*399.6
桃改樹林分場,2011,11,254.5,427.2
茶改北部分場,2011,11,249.9,431.5
桃園農改,2011,11,286.0,533.5
茶改場,2011,11,276.5,504.4
農工中心,2011,11,268.5,478.7
桃改五峰分場,2011,11,253.8,436.2
桃改新埔分場,2011,11,288.9,510.0
畜試北區分所,2011,11,315.6,719.9
苗改生物防治研究中心,2011,11,297.9,556.5
苗栗農改,2011,11,301.2,601.6
種苗繁殖,2011,11,297.5,539.4
農業試驗所,2011,11,214.3,377.8
王功漁港,2011,11,295.4,547.3
臺中農改,2011,11,293.4,538.6
中改埔里分場,2011,11,*252.9,*398.1
林試畢祿溪站,2011,11,*246.2,*422.7
臺大內茅埔,2011,11,229.0,364.4
臺大和社,2011,11,234.6,370.7
臺大溪頭,2011,11,200.1,291.0
臺大竹山,2011,11,276.4,478.3
茶改中部分場,2011,11,260.8,418.9
茶改南部分場,2011,11,275.2,475.7
萬大發電廠,2011,11,258.1,468.2
蓮華池,2011,11,261.3,407.1
南改斗南分場,2011,11,289.5,532.4
口湖工作站,2011,11,294.1,560.1
四湖植物園,2011,11,288.5,535.2
水試臺西試驗場,2011,11,*283.6,*527.5
海口故事園區,2011,11,275.7,498.4
臺大雲林校區,2011,11,292.1,536.9
麥寮合作社,2011,11,296.4,551.4
農試嘉義分所,2011,11,*257.4,*455.8
南改義竹分場,2011,11,290.6,536.8
南改鹿草分場,2011,11,287.1,530.9
布袋國中,2011,11,288.5,549.3
農試溪口農場,2011,11,*264.0,*496.3
七股研究中心,2011,11,294.2,561.9
六官養殖協會,2011,11,291.6,534.9
水試所海水繁養殖中心,2011,11,288.3,543.5
畜試所,2011,11,293.8,532.0
臺南蘭花園區,2011,11,287.8,525.4
臺南農改,2011,11,295.8,539.3
林試六龜中心,2011,11,293.1,556.2
林試扇平站,2011,11,254.2,445.7
農試鳳山分所,2011,11,*280.6,*506.7
高改旗南分場,2011,11,*281.8,*511.7
崎峰國小,2011,11,303.7,607.6
恆春工作站,2011,11,XXX,XXX
東港工作站,2011,11,306.5,613.5
畜試南區分所,2011,11,*296.5,*618.7
高雄農改,2011,11,312.5,717.9
畜試東區分所,2011,11,258.3,448.9
花改蘭陽分場,2011,11,248.4,410.9
花蓮農改,2011,11,243.1,383.7
東改班鳩分場,2011,11,231.4,352.9
東改賓朗果園,2011,11,*223.5,*342.0
林試太麻里1,2011,11,250.0,429.1
林試太麻里2,2011,11,*252.8,*456.9
茶改東部分場,2011,11,*236.9,*399.6
桃改樹林分場,2011,12,254.5,427.2
茶改北部分場,2011,12,249.9,431.5
桃園農改,2011,12,286.0,533.5
茶改場,2011,12,276.5,504.4
農工中心,2011,12,268.5,478.7
桃改五峰分場,2011,12,253.8,436.2
桃改新埔分場,2011,12,288.9,510.0
畜試北區分所,2011,12,315.6,719.9
苗改生物防治研究中心,2011,12,297.9,556.5
苗栗農改,2011,12,301.2,601.6
種苗繁殖,2011,12,297.5,539.4
農業試驗所,2011,12,214.3,377.8
王功漁港,2011,12,295.4,547.3
臺中農改,2011,12,293.4,538.6
中改埔里分場,2011,12,*252.9,*398.1
林試畢祿溪站,2011,12,*246.2,*422.7
臺大內茅埔,2011,12,229.0,364.4
臺大和社,2011,12,234.6,370.7
臺大溪頭,2011,12,200.1,291.0
臺大竹山,2011,12,276.4,478.3
茶改中部分場,2011,12,260.8,418.9
茶改南部分場,2011,12,275.2,475.7
萬大發電廠,2011,12,258.1,468.2
蓮華池,2011,12,261.3,407.1
南改斗南分場,2011,12,289.5,532.4
口湖工作站,2011,12,294.1,560.1
四湖植物園,2011,12,288.5,535.2
水試臺西試驗場,2011,12,*283.6,*527.5
海口故事園區,2011,12,275.7,498.4
臺大雲林校區,2011,12,292.1,536.9
麥寮合作社,2011,12,296.4,551.4
農試嘉義分所,2011,12,*257.4,*455.8
南改義竹分場,2011,12,290.6,536.8
南改鹿草分場,2011,12,287.1,530.9
布袋國中,2011,12,288.5,549.3
農試溪口農場,2011,12,*264.0,*496.3
七股研究中心,2011,12,294.2,561.9
六官養殖協會,2011,12,291.6,534.9
水試所海水繁養殖中心,2011,12,288.3,543.5
畜試所,2011,12,293.8,532.0
臺南蘭花園區,2011,12,287.8,525.4
臺南農改,2011,12,295.8,539.3
林試六龜中心,2011,12,293.1,556.2
林試扇平站,2011,12,254.2,445.7
農試鳳山分所,2011,12,*280.6,*506.7
高改旗南分場,2011,12,*281.8,*511.7
崎峰國小,2011,12,303.7,607.6
恆春工作站,2011,12,XXX,XXX
東港工作站,2011,12,306.5,613.5
畜試南區分所,2011,12,*296.5,*618.7
高雄農改,2011,12,312.5,717.9
畜試東區分所,2011,12,258.3,448.9
花改蘭陽分場,2011,12,248.4,410.9
花蓮農改,2011,12,243.1,383.7
東改班鳩分場,2011,12,231.4,352.9
東改賓朗果園,2011,12,*223.5,*342.0
林試太麻里1,2011,12,250.0,429.1
林試太麻里2,2011,12,*252.8,*456.9
茶改東部分場,2011,12,*236.9,*399.6
桃改樹林分場,2012,1,254.5,427.2
茶改北部分場,2012,1,249.9,431.5
桃園農改,2012,1,286.0,533.5
茶改場,2012,1,276.5,504.4
農工中心,2012,1,268.5,478.7
桃改五峰分場,2012,1,253.8,436.2
桃改新埔分場,2012,1,288.9,510.0
畜試北區分所,2012,1,315.6,719.9
苗改生物防治研究中心,2012,1,297.9,556.5
苗栗農改,2012,1,301.2,601.6
種苗繁殖,2012,1,297.5,539.4
農業試驗所,2012,1,214.3,377.8
王功漁港,2012,1,295.4,547.3
臺中農改,2012,1,293.4,538.6
中改埔里分場,2012,1,*252.9,*398.1
林試畢祿溪站,2012,1,*246.2,*422.7
臺大內茅埔,2012,1,229.0,364.4
臺大和社,2012,1,234.6,370.7
臺大溪頭,2012,1,200.1,291.0
臺大竹山,2012,1,276.4,478.3
茶改中部分場,2012,1,260.8,418.9
茶改南部分場,2012,1,275.2,475.7
萬大發電廠,2012,1,258.1,468.2
蓮華池,2012,1,261.3,407.1
南改斗南分場,2012,1,289.5,532.4
口湖工作站,2012,1,294.1,560.1
四湖植物園,2012,1,288.5,535.2
水試臺西試驗場,2012,1,*283.6,*527.5
海口故事園區,2012,1,275.7,498.4
臺大雲林校區,2012,1,292.1,536.9
麥寮合作社,2012,1,296.4,551.4
農試嘉義分所,2012,1,*257.4,*455.8
南改義竹分場,2012,1,290.6,536.8
南改鹿草分場,2012,1,287.1,530.9
布袋國中,2012,1,288.5,549.3
農試溪口農場,2012,1,*264.0,*496.3
七股研究中心,2012,1,294.2,561.9
六官養殖協會,2012,1,291.6,534.9
水試所海水繁養殖中心,2012,1,288.3,543.5
畜試所,2012,1,293.8,532.0
臺南蘭花園區,2012,1,287.8,525.4
臺南農改,2012,1,295.8,539.3
林試六龜中心,2012,1,293.1,556.2
林試扇平站,2012,1,254.2,445.7
農試鳳山分所,2012,1,*280.6,*506.7
高改旗南分場,2012,1,*281.8,*511.7
崎峰國小,2012,1,303.7,607.6
恆春工作站,2012,1,XXX,XXX
東港工作站,2012,1,306.5,613.5
畜試南區分所,2012,1,*296.5,*618.7
高雄農改,2012,1,312.5,717.9
畜試東區分所,2012,1,258.3,448.9
花改蘭陽分場,2012,1,248.4,410.9
花蓮農改,2012,1,243.1,383.7
東改班鳩分場,2012,1,231.4,352.9
東改賓朗果園,2012,1,*223.5,*342.0
林試太麻里1,2012,1,250.0,429.1
林試太麻里2,2012,1,*252.8,*456.9
茶改東部分場,2012,1,*236.9,*399.6
桃改樹林分場,2012,3,254.5,427.2
茶改北部分場,2012,3,249.9,431.5
桃園農改,2012,3,286.0,533.5
茶改場,2012,3,276.5,504.4
農工中心,2012,3,268.5,478.7
桃改五峰分場,2012,3,253.8,436.2
桃改新埔分場,2012,3,288.9,510.0
畜試北區分所,2012,3,315.6,719.9
苗改生物防治研究中心,2012,3,297.9,556.5
苗栗農改,2012,3,301.2,601.6
種苗繁殖,2012,3,297.5,539.4
農業試驗所,2012,3,214.3,377.8
王功漁港,2012,3,295.4,547.3
臺中農改,2012,3,293.4,538.6
中改埔里分場,2012,3,*252.9,*398.1
林試畢祿溪站,2012,3,*246.2,*422.7
臺大內茅埔,2012,3,229.0,364.4
臺大和社,2012,3,234.6,370.7
臺大溪頭,2012,3,200.1,291.0
臺大竹山,2012,3,276.4,478.3
茶改中部分場,2012,3,260.8,418.9
茶改南部分場,2012,3,275.2,475.7
萬大發電廠,2012,3,258.1,468.2
蓮華池,2012,3,261.3,407.1
南改斗南分場,2012,3,289.5,532.4
口湖工作站,2012,3,294.1,560.1
四湖植物園,2012,3,288.5,535.2
水試臺西試驗場,2012,3,*283.6,*527.5
海口故事園區,2012,3,275.7,498.4
臺大雲林校區,2012,3,292.1,536.9
麥寮合作社,2012,3,296.4,551.4
農試嘉義分所,2012,3,*257.4,*455.8
南改義竹分場,2012,3,290.6,536.8
南改鹿草分場,2012,3,287.1,530.9
布袋國中,2012,3,288.5,549.3
農試溪口農場,2012,3,*264.0,*496.3
七股研究中心,2012,3,294.2,561.9
六官養殖協會,2012,3,291.6,534.9
水試所海水繁養殖中心,2012,3,288.3,543.5
畜試所,2012,3,293.8,532.0
臺南蘭花園區,2012,3,287.8,525.4
臺南農改,2012,3,295.8,539.3
林試六龜中心,2012,3,293.1,556.2
林試扇平站,2012,3,254.2,445.7
農試鳳山分所,2012,3,*280.6,*506.7
高改旗南分場,2012,3,*281.8,*511.7
崎峰國小,2012,3,303.7,607.6
恆春工作站,2012,3,XXX,XXX
東港工作站,2012,3,306.5,613.5
畜試南區分所,2012,3,*296.5,*618.7
高雄農改,2012,3,312.5,717.9
畜試東區分所,2012,3,258.3,448.9
花改蘭陽分場,2012,3,248.4,410.9
花蓮農改,2012,3,243.1,383.7
東改班鳩分場,2012,3,231.4,352.9
東改賓朗果園,2012,3,*223.5,*342.0
林試太麻里1,2012,3,250.0,429.1
林試太麻里2,2012,3,*252.8,*456.9
茶改東部分場,2012,3,*236.9,*399.6
桃改樹林分場,2012,4,254.5,427.2
茶改北部分場,2012,4,249.9,431.5
桃園農改,2012,4,286.0,533.5
茶改場,2012,4,276.5,504.4
農工中心,2012,4,268.5,478.7
桃改五峰分場,2012,4,253.8,436.2
桃改新埔分場,2012,4,288.9,510.0
畜試北區分所,2012,4,315.6,719.9
苗改生物防治研究中心,2012,4,297.9,556.5
苗栗農改,2012,4,301.2,601.6
種苗繁殖,2012,4,297.5,539.4
農業試驗所,2012,4,214.3,377.8
王功漁港,2012,4,295.4,547.3
臺中農改,2012,4,293.4,538.6
中改埔里分場,2012,4,*252.9,*398.1
林試畢祿溪站,2012,4,*246.2,*422.7
臺大內茅埔,2012,4,229.0,364.4
臺大和社,2012,4,234.6,370.7
臺大溪頭,2012,4,200.1,291.0
臺大竹山,2012,4,276.4,478.3
茶改中部分場,2012,4,260.8,418.9
茶改南部分場,2012,4,275.2,475.7
萬大發電廠,2012,4,258.1,468.2
蓮華池,2012,4,261.3,407.1
南改斗南分場,2012,4,289.5,532.4
口湖工作站,2012,4,294.1,560.1
四湖植物園,2012,4,288.5,535.2
水試臺西試驗場,2012,4,*283.6,*527.5
海口故事園區,2012,4,275.7,498.4
臺大雲林校區,2012,4,292.1,536.9
麥寮合作社,2012,4,296.4,551.4
農試嘉義分所,2012,4,*257.4,*455.8
南改義竹分場,2012,4,290.6,536.8
南改鹿草分場,2012,4,287.1,530.9
布袋國中,2012,4,288.5,549.3
農試溪口農場,2012,4,*264.0,*496.3
七股研究中心,2012,4,294.2,561.9
六官養殖協會,2012,4,291.6,534.9
水試所海水繁養殖中心,2012,4,288.3,543.5
畜試所,2012,4,293.8,532.0
臺南蘭花園區,2012,4,287.8,525.4
臺南農改,2012,4,295.8,539.3
林試六龜中心,2012,4,293.1,556.2
林試扇平站,2012,4,254.2,445.7
農試鳳山分所,2012,4,*280.6,*506.7
高改旗南分場,2012,4,*281.8,*511.7
崎峰國小,2012,4,303.7,607.6
恆春工作站,2012,4,XXX,XXX
東港工作站,2012,4,306.5,613.5
畜試南區分所,2012,4,*296.5,*618.7
高雄農改,2012,4,312.5,717.9
畜試東區分所,2012,4,258.3,448.9
花改蘭陽分場,2012,4,248.4,410.9
花蓮農改,2012,4,243.1,383.7
東改班鳩分場,2012,4,231.4,352.9
東改賓朗果園,2012,4,*223.5,*342.0
林試太麻里1,2012,4,250.0,429.1
林試太麻里2,2012,4,*252.8,*456.9
茶改東部分場,2012,4,*236.9,*399.6
桃改樹林分場,2012,6,254.5,427.2
茶改北部分場,2012,6,249.9,431.5
桃園農改,2012,6,286.0,533.5
茶改場,2012,6,276.5,504.4
農工中心,2012,6,268.5,478.7
桃改五峰分場,2012,6,253.8,436.2
桃改新埔分場,2012,6,288.9,510.0
畜試北區分所,2012,6,315.6,719.9
苗改生物防治研究中心,2012,6,297.9,556.5
苗栗農改,2012,6,301.2,601.6
種苗繁殖,2012,6,297.5,539.4
農業試驗所,2012,6,214.3,377.8
王功漁港,2012,6,295.4,547.3
臺中農改,2012,6,293.4,538.6
中改埔里分場,2012,6,*252.9,*398.1
林試畢祿溪站,2012,6,*246.2,*422.7
臺大內茅埔,2012,6,229.0,364.4
臺大和社,2012,6,234.6,370.7
臺大溪頭,2012,6,200.1,291.0
臺大竹山,2012,6,276.4,478.3
茶改中部分場,2012,6,260.8,418.9
茶改南部分場,2012,6,275.2,475.7
萬大發電廠,2012,6,258.1,468.2
蓮華池,2012,6,261.3,407.1
南改斗南分場,2012,6,289.5,532.4
口湖工作站,2012,6,294.1,560.1
四湖植物園,2012,6,288.5,535.2
水試臺西試驗場,2012,6,*283.6,*527.5
海口故事園區,2012,6,275.7,498.4
臺大雲林校區,2012,6,292.1,536.9
麥寮合作社,2012,6,296.4,551.4
農試嘉義分所,2012,6,*257.4,*455.8
南改義竹分場,2012,6,290.6,536.8
南改鹿草分場,2012,6,287.1,530.9
布袋國中,2012,6,288.5,549.3
農試溪口農場,2012,6,*264.0,*496.3
七股研究中心,2012,6,294.2,561.9
六官養殖協會,2012,6,291.6,534.9
水試所海水繁養殖中心,2012,6,288.3,543.5
畜試所,2012,6,293.8,532.0
臺南蘭花園區,2012,6,287.8,525.4
臺南農改,2012,6,295.8,539.3
林試六龜中心,2012,6,293.1,556.2
林試扇平站,2012,6,254.2,445.7
農試鳳山分所,2012,6,*280.6,*506.7
高改旗南分場,2012,6,*281.8,*511.7
崎峰國小,2012,6,303.7,607.6
恆春工作站,2012,6,XXX,XXX
東港工作站,2012,6,306.5,613.5
畜試南區分所,2012,6,*296.5,*618.7
高雄農改,2012,6,312.5,717.9
畜試東區分所,2012,6,258.3,448.9
花改蘭陽分場,2012,6,248.4,410.9
花蓮農改,2012,6,243.1,383.7
東改班鳩分場,2012,6,231.4,352.9
東改賓朗果園,2012,6,*223.5,*342.0
林試太麻里1,2012,6,250.0,429.1
林試太麻里2,2012,6,*252.8,*456.9
茶改東部分場,2012,6,*236.9,*399.6
桃改樹林分場,2012,7,254.5,427.2
茶改北部分場,2012,7,249.9,431.5
桃園農改,2012,7,286.0,533.5
茶改場,2012,7,276.5,504.4
農工中心,2012,7,268.5,478.7
桃改五峰分場,2012,7,253.8,436.2
桃改新埔分場,2012,7,288.9,510.0
畜試北區分所,2012,7,315.6,719.9
苗改生物防治研究中心,2012,7,297.9,556.5
苗栗農改,2012,7,301.2,601.6
種苗繁殖,2012,7,297.5,539.4
農業試驗所,2012,7,214.3,377.8
王功漁港,2012,7,295.4,547.3
臺中農改,2012,7,293.4,538.6
中改埔里分場,2012,7,*252.9,*398.1
林試畢祿溪站,2012,7,*246.2,*422.7
臺大內茅埔,2012,7,229.0,364.4
臺大和社,2012,7,234.6,370.7
臺大溪頭,2012,7,200.1,291.0
臺大竹山,2012,7,276.4,478.3
茶改中部分場,2012,7,260.8,418.9
茶改南部分場,2012,7,275.2,475.7
萬大發電廠,2012,7,258.1,468.2
蓮華池,2012,7,261.3,407.1
南改斗南分場,2012,7,289.5,532.4
口湖工作站,2012,7,294.1,560.1
四湖植物園,2012,7,288.5,535.2
水試臺西試驗場,2012,7,*283.6,*527.5
海口故事園區,2012,7,275.7,498.4
臺大雲林校區,2012,7,292.1,536.9
麥寮合作社,2012,7,296.4,551.4
農試嘉義分所,2012,7,*257.4,*455.8
南改義竹分場,2012,7,290.6,536.8
南改鹿草分場,2012,7,287.1,530.9
布袋國中,2012,7,288.5,549.3
農試溪口農場,2012,7,*264.0,*496.3
七股研究中心,2012,7,294.2,561.9
六官養殖協會,2012,7,291.6,534.9
水試所海水繁養殖中心,2012,7,288.3,543.5
畜試所,2012,7,293.8,532.0
臺南蘭花園區,2012,7,287.8,525.4
臺南農改,2012,7,295.8,539.3
林試六龜中心,2012,7,293.1,556.2
林試扇平站,2012,7,254.2,445.7
農試鳳山分所,2012,7,*280.6,*506.7
高改旗南分場,2012,7,*281.8,*511.7
崎峰國小,2012,7,303.7,607.6
恆春工作站,2012,7,XXX,XXX
東港工作站,2012,7,306.5,613.5
畜試南區分所,2012,7,*296.5,*618.7
高雄農改,2012,7,312.5,717.9
畜試東區分所,2012,7,258.3,448.9
花改蘭陽分場,2012,7,248.4,410.9
花蓮農改,2012,7,243.1,383.7
東改班鳩分場,2012,7,231.4,352.9
東改賓朗果園,2012,7,*223.5,*342.0
林試太麻里1,2012,7,250.0,429.1
林試太麻里2,2012,7,*252.8,*456.9
茶改東部分場,2012,7,*236.9,*399.6
桃改樹林分場,2012,9,254.5,427.2
茶改北部分場,2012,9,249.9,431.5
桃園農改,2012,9,286.0,533.5
茶改場,2012,9,276.5,504.4
農工中心,2012,9,268.5,478.7
桃改五峰分場,2012,9,253.8,436.2
桃改新埔分場,2012,9,288.9,510.0
畜試北區分所,2012,9,315.6,719.9
苗改生物防治研究中心,2012,9,297.9,556.5
苗栗農改,2012,9,301.2,601.6
種苗繁殖,2012,9,297.5,539.4
農業試驗所,2012,9,214.3,377.8
王功漁港,2012,9,295.4,547.3
臺中農改,2012,9,293.4,538.6
中改埔里分場,2012,9,*252.9,*398.1
林試畢祿溪站,2012,9,*246.2,*422.7
臺大內茅埔,2012,9,229.0,364.4
臺大和社,2012,9,234.6,370.7
臺大溪頭,2012,9,200.1,291.0
臺大竹山,2012,9,276.4,478.3
茶改中部分場,2012,9,260.8,418.9
茶改南部分場,2012,9,275.2,475.7
萬大發電廠,2012,9,258.1,468.2
蓮華池,2012,9,261.3,407.1
南改斗南分場,2012,9,289.5,532.4
口湖工作站,2012,9,294.1,560.1
四湖植物園,2012,9,288.5,535.2
水試臺西試驗場,2012,9,*283.6,*527.5
海口故事園區,2012,9,275.7,498.4
臺大雲林校區,2012,9,292.1,536.9
麥寮合作社,2012,9,296.4,551.4
農試嘉義分所,2012,9,*257.4,*455.8
南改義竹分場,2012,9,290.6,536.8
南改鹿草分場,2012,9,287.1,530.9
布袋國中,2012,9,288.5,549.3
農試溪口農場,2012,9,*264.0,*496.3
七股研究中心,2012,9,294.2,561.9
六官養殖協會,2012,9,291.6,534.9
水試所海水繁養殖中心,2012,9,288.3,543.5
畜試所,2012,9,293.8,532.0
臺南蘭花園區,2012,9,287.8,525.4
臺南農改,2012,9,295.8,539.3
林試六龜中心,2012,9,293.1,556.2
林試扇平站,2012,9,254.2,445.7
農試鳳山分所,2012,9,*280.6,*506.7
高改旗南分場,2012,9,*281.8,*511.7
崎峰國小,2012,9,303.7,607.6
恆春工作站,2012,9,XXX,XXX
東港工作站,2012,9,306.5,613.5
畜試南區分所,2012,9,*296.5,*618.7
高雄農改,2012,9,312.5,717.9
畜試東區分所,2012,9,258.3,448.9
花改蘭陽分場,2012,9,248.4,410.9
花蓮農改,2012,9,243.1,383.7
東改班鳩分場,2012,9,231.4,352.9
東改賓朗果園,2012,9,*223.5,*342.0
林試太麻里1,2012,9,250.0,429.1
林試太麻里2,2012,9,*252.8,*456.9
茶改東部分場,2012,9,*236.9,*399.6
桃改樹林分場,2012,10,254.5,427.2
茶改北部分場,2012,10,249.9,431.5
桃園農改,2012,10,286.0,533.5
茶改場,2012,10,276.5,504.4
農工中心,2012,10,268.5,478.7
桃改五峰分場,2012,10,253.8,436.2
桃改新埔分場,2012,10,288.9,510.0
畜試北區分所,2012,10,315.6,719.9
苗改生物防治研究中心,2012,10,297.9,556.5
苗栗農改,2012,10,301.2,601.6
種苗繁殖,2012,10,297.5,539.4
農業試驗所,2012,10,214.3,377.8
王功漁港,2012,10,295.4,547.3
臺中農改,2012,10,293.4,538.6
中改埔里分場,2012,10,*252.9,*398.1
林試畢祿溪站,2012,10,*246.2,*422.7
臺大內茅埔,2012,10,229.0,364.4
臺大和社,2012,10,234.6,370.7
臺大溪頭,2012,10,200.1,291.0
臺大竹山,2012,10,276.4,478.3
茶改中部分場,2012,10,260.8,418.9
茶改南部分場,2012,10,275.2,475.7
萬大發電廠,2012,10,258.1,468.2
蓮華池,2012,10,261.3,407.1
南改斗南分場,2012,10,289.5,532.4
口湖工作站,2012,10,294.1,560.1
四湖植物園,2012,10,288.5,535.2
水試臺西試驗場,2012,10,*283.6,*527.5
海口故事園區,2012,10,275.7,498.4
臺大雲林校區,2012,10,292.1,536.9
麥寮合作社,2012,10,296.4,551.4
農試嘉義分所,2012,10,*257.4,*455.8
南改義竹分場,2012,10,290.6,536.8
南改鹿草分場,2012,10,287.1,530.9
布袋國中,2012,10,288.5,549.3
農試溪口農場,2012,10,*264.0,*496.3
七股研究中心,2012,10,294.2,561.9
六官養殖協會,2012,10,291.6,534.9
水試所海水繁養殖中心,2012,10,288.3,543.5
畜試所,2012,10,293.8,532.0
臺南蘭花園區,2012,10,287.8,525.4
臺南農改,2012,10,295.8,539.3
林試六龜中心,2012,10,293.1,556.2
林試扇平站,2012,10,254.2,445.7
農試鳳山分所,2012,10,*280.6,*506.7
高改旗南分場,2012,10,*281.8,*511.7
崎峰國小,2012,10,303.7,607.6
恆春工作站,2012,10,XXX,XXX
東港工作站,2012,10,306.5,613.5
畜試南區分所,2012,10,*296.5,*618.7
高雄農改,2012,10,312.5,717.9
畜試東區分所,2012,10,258.3,448.9
花改蘭陽分場,2012,10,248.4,410.9
花蓮農改,2012,10,243.1,383.7
東改班鳩分場,2012,10,231.4,352.9
東改賓朗果園,2012,10,*223.5,*342.0
林試太麻里1,2012,10,250.0,429.1
林試太麻里2,2012,10,*252.8,*456.9
茶改東部分場,2012,10,*236.9,*399.6
桃改樹林分場,2012,12,254.5,427.2
茶改北部分場,2012,12,249.9,431.5
桃園農改,2012,12,286.0,533.5
茶改場,2012,12,276.5,504.4
農工中心,2012,12,268.5,478.7
桃改五峰分場,2012,12,253.8,436.2
桃改新埔分場,2012,12,288.9,510.0
畜試北區分所,2012,12,315.6,719.9
苗改生物防治研究中心,2012,12,297.9,556.5
苗栗農改,2012,12,301.2,601.6
種苗繁殖,2012,12,297.5,539.4
農業試驗所,2012,12,214.3,377.8
王功漁港,2012,12,295.4,547.3
臺中農改,2012,12,293.4,538.6
中改埔里分場,2012,12,*252.9,*398.1
林試畢祿溪站,2012,12,*246.2,*422.7
臺大內茅埔,2012,12,229.0,364.4
臺大和社,2012,12,234.6,370.7
臺大溪頭,2012,12,200.1,291.0
臺大竹山,2012,12,276.4,478.3
茶改中部分場,2012,12,260.8,418.9
茶改南部分場,2012,12,275.2,475.7
萬大發電廠,2012,12,258.1,468.2
蓮華池,2012,12,261.3,407.1
南改斗南分場,2012,12,289.5,532.4
口湖工作站,2012,12,294.1,560.1
四湖植物園,2012,12,288.5,535.2
水試臺西試驗場,2012,12,*283.6,*527.5
海口故事園區,2012,12,275.7,498.4
臺大雲林校區,2012,12,292.1,536.9
麥寮合作社,2012,12,296.4,551.4
農試嘉義分所,2012,12,*257.4,*455.8
