站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區,days_in_month,平均每日日照時數,平均每日日射量
花蓮農改,19.7,29.1,11.2,66.5,287.77,2001,3,花蓮縣,31,2.1451612903225805,9.282903225806452
斑鳩分場,19.9,31.25,12,74.35,207.825,2001,3,台東縣,31,2.398387096774193,6.704032258064516
農業試驗所,20.5,31.7,11.7,133.0,336.56,2001,3,台中市,31,4.290322580645161,10.856774193548388
茶改場,20.9,35.1,12.2,81.9,245.2,2001,4,桃園市,30,2.73,8.173333333333334
桃園農改,21,30.9,14.8,76.1,252.07,2001,4,桃園市,30,2.5366666666666666,8.402333333333333
五峰站,16.7,27.2,7.2,94.15,257.17,2001,4,新竹縣,30,3.1383333333333336,8.572333333333335
苗栗農改,*21.0,*32.9,*12.1,,,2001,4,苗栗縣,30,,
台中農改,22.4,32.3,14.4,147.8,267.17,2001,4,台中市,30,4.926666666666667,8.905666666666667
臺大溪頭,16.9,24.6,9.6,,221.63,2001,4,南投縣,30,,7.387666666666666
雲林分場,22.6,34.5,13.2,96.7,324.87,2001,4,雲林縣,30,3.2233333333333336,10.829
義竹分場,23,33.4,13.3,,433.82,2001,4,嘉義縣,30,,14.460666666666667
畜試所,23.6,34.1,15.3,114.5,324.37,2001,4,臺南市,30,3.816666666666667,10.812333333333333
高雄農改,25.3,33.8,17.7,111.1,303.49,2001,4,屏東縣,30,3.703333333333333,10.116333333333333
恆春畜試,25.7,35,19.8,159.3,529.12,2001,4,屏東縣,30,5.3100000000000005,17.637333333333334
蘭陽分場,21.6,31,14.9,59.7,320.74,2001,4,宜蘭縣,30,1.99,10.691333333333334
花蓮農改,22.2,31.1,16.2,45.4,258.86,2001,4,花蓮縣,30,1.5133333333333332,8.628666666666668
斑鳩分場,21.8,31.7,15.2,27.0,168.81,2001,4,台東縣,30,0.9,5.627
農業試驗所,22.6,32.5,14.7,69.1,283.76,2001,4,台中市,30,2.3033333333333332,9.458666666666666
茶改場,25.1,35.7,18.6,109.0,323.13,2001,5,桃園市,31,3.5161290322580645,10.423548387096774
桃園農改,24.6,30.7,18.5,71.9,321.67,2001,5,桃園市,31,2.3193548387096774,10.376451612903226
五峰站,20.4,28.9,15.7,74.3,344.68,2001,5,新竹縣,31,2.396774193548387,11.118709677419355
苗栗農改,,,,,,2001,5,苗栗縣,31,,
台中農改,26.1,32.5,20.4,203.7,348.51,2001,5,台中市,31,6.570967741935483,11.242258064516129
臺大溪頭,19.3,25.9,12.1,,271.41,2001,5,南投縣,31,,8.755161290322581
雲林分場,26.1,34,20.6,104.1,385.64,2001,5,雲林縣,31,3.358064516129032,12.44
義竹分場,26.4,33.3,20.6,,499.34,2001,5,嘉義縣,31,,16.10774193548387
畜試所,26.6,33.9,21.1,99.2,327.96,2001,5,臺南市,31,3.2,10.579354838709676
高雄農改,27.3,34.5,22.1,107.8,338.72,2001,5,屏東縣,31,3.47741935483871,10.926451612903227
恆春畜試,26.85,32.75,21.25,142.8,598.145,2001,5,屏東縣,31,4.606451612903226,19.294999999999998
蘭陽分場,24.1,31.1,18.7,47.5,314.05,2001,5,宜蘭縣,31,1.532258064516129,10.130645161290323
花蓮農改,24.7,30.7,19.6,44.1,307.96,2001,5,花蓮縣,31,1.4225806451612903,9.934193548387096
斑鳩分場,24.1,32,19.7,43.7,210.86,2001,5,台東縣,31,1.4096774193548387,6.8019354838709685
農業試驗所,26.1,33.3,20.8,89.8,342.38,2001,5,台中市,31,2.896774193548387,11.044516129032258
茶改場,28.4,37.5,19.9,231.0,479.31,2001,6,桃園市,30,7.7,15.977
桃園農改,*27.6,*35.1,*19.5,,,2001,6,桃園市,30,,
五峰站,21.6,29.9,16.7,125.3,411.37,2001,6,新竹縣,30,4.176666666666667,13.712333333333333
苗栗農改,27.3,33.7,19.3,,545.43,2001,6,苗栗縣,30,,18.180999999999997
台中農改,27.8,33.6,21,241.2,414.24,2001,6,台中市,30,8.04,13.808
臺大溪頭,20,26.2,16.3,,296.3,2001,6,南投縣,30,,9.876666666666667
雲林分場,27.5,35.1,21.1,185.4,435.67,2001,6,雲林縣,30,6.180000000000001,14.522333333333334
義竹分場,27.9,34.9,21.3,,589.75,2001,6,嘉義縣,30,,19.658333333333335
畜試所,27.7,35.7,22.6,171.0,376.54,2001,6,臺南市,30,5.7,12.551333333333334
高雄農改,28.2,36.6,23.8,167.7,393.68,2001,6,屏東縣,30,5.59,13.122666666666667
恆春畜試,,,,,,2001,6,屏東縣,30,,
蘭陽分場,26.9,35.6,18.6,148.5,529.2,2001,6,宜蘭縣,30,4.95,17.64
花蓮農改,27.1,34.4,20.5,72.4,517.83,2001,6,花蓮縣,30,2.4133333333333336,17.261000000000003
斑鳩分場,26,35.5,20.5,102.6,329.05,2001,6,台東縣,30,3.42,10.968333333333334
農業試驗所,27.3,34.6,21,149.8,405.89,2001,6,台中市,30,4.993333333333334,13.529666666666666
桃園農改,28.7,36.1,22.6,170.4,486.89,2001,7,桃園市,31,5.496774193548387,15.706129032258064
茶改場,28.7,38.3,21.9,212.4,433.65,2001,7,桃園市,31,6.851612903225806,13.988709677419354
五峰站,22.1,29.6,18.6,99.1,350.3,2001,7,新竹縣,31,3.196774193548387,11.3
苗栗農改,,,,,467.64,2001,7,苗栗縣,31,,15.08516129032258
農業試驗所,28.4,35.9,23.4,103.1,370.81,2001,7,台中市,31,3.325806451612903,11.961612903225806
臺中農改,28.6,35.9,23.5,,376.93,2001,7,彰化縣,31,,12.159032258064517
臺大溪頭,20.7,28.25,16.4,,349.45,2001,7,南投縣,31,,11.27258064516129
雲林分場,28,35.6,22,135.6,397.36,2001,7,雲林縣,31,4.374193548387097,12.818064516129033
義竹分場,28.5,35.2,23.4,,543.8,2001,7,嘉義縣,31,,17.541935483870965
畜試所,27.9,34.8,22.7,134.7,356.1,2001,7,臺南市,31,4.34516129032258,11.48709677419355
恆春畜試,28,33.6,15.5,,,2001,7,屏東縣,31,,
高雄農改,28.1,36.9,23.4,137.9,347.07,2001,7,屏東縣,31,4.448387096774193,11.195806451612903
蘭陽分場,28.6,36.9,23.1,172.6,598.96,2001,7,宜蘭縣,31,5.567741935483871,19.321290322580648
花蓮農改,28,34.7,22.7,206.6,577.66,2001,7,花蓮縣,31,6.664516129032258,18.634193548387096
斑鳩分場,26.7,37.05,21.25,140.85,374.115,2001,7,台東縣,31,4.543548387096774,12.068225806451613
茶改場,30.2,39.5,23.9,249.2,499.16,2001,8,桃園市,31,8.038709677419355,16.101935483870967
桃園農改,29.1,36.1,24.2,245.8,507.71,2001,8,桃園市,31,7.929032258064517,16.377741935483872
五峰站,22.4,29.8,18.4,154.1,419.07,2001,8,新竹縣,31,4.970967741935484,13.518387096774193
苗栗農改,28,35.8,23.2,,541.18,2001,8,苗栗縣,31,,17.45741935483871
台中農改,29.1,34.8,23.9,,,2001,8,台中市,31,,
臺大溪頭,,,,,,2001,8,南投縣,31,,
雲林分場,28.5,36,22.6,189.2,448.3,2001,8,雲林縣,31,6.103225806451612,14.461290322580645
義竹分場,28.9,35.3,23.3,,608.74,2001,8,嘉義縣,31,,19.636774193548387
畜試所,28.3,35.7,22.6,184.2,397.96,2001,8,臺南市,31,5.941935483870967,12.837419354838708
高雄農改,28.2,34.7,24.1,162.9,349.08,2001,8,屏東縣,31,5.254838709677419,11.260645161290322
恆春畜試,28.8,34,24.1,,690.34,2001,8,屏東縣,31,,22.269032258064517
蘭陽分場,28.8,35.4,22.8,221.7,626.59,2001,8,宜蘭縣,31,7.151612903225806,20.212580645161292
花蓮農改,28.3,33.5,21.9,236.2,605.52,2001,8,花蓮縣,31,7.619354838709677,19.53290322580645
斑鳩分場,27.4,35.4,21.6,180.7,399.37,2001,8,台東縣,31,5.829032258064516,12.882903225806452
農業試驗所,,,,133.5,428.51,2001,8,台中市,31,4.306451612903226,13.822903225806451
茶改場,26,36.7,20.8,104.5,266.4,2001,9,桃園市,30,3.4833333333333334,8.879999999999999
桃園農改,26.05,33.7,19.9,191.0,384.635,2001,9,桃園市,30,6.366666666666666,12.821166666666667
五峰站,20.2,28.4,15.1,77.1,272.37,2001,9,新竹縣,30,2.57,9.079
苗栗農改,25.3,33,18.3,,379.7,2001,9,苗栗縣,30,,12.656666666666666
台中農改,26.3,32.8,21,180.5,297.11,2001,9,台中市,30,6.016666666666667,9.903666666666668
臺大溪頭,,,,,,2001,9,南投縣,30,,
雲林分場,25.9,33.6,19.7,110.8,323.4,2001,9,雲林縣,30,3.6933333333333334,10.78
義竹分場,26.3,32.9,20.8,,443.76,2001,9,嘉義縣,30,,14.792
畜試所,26.2,33.9,20.5,106.2,274.91,2001,9,臺南市,30,3.54,9.163666666666668
高雄農改,26.5,33.2,21.9,113.8,275.05,2001,9,屏東縣,30,3.7933333333333334,9.168333333333333
恆春畜試,26.7,31.9,23,122.8,429.63,2001,9,屏東縣,30,4.093333333333333,14.321
蘭陽分場,26.2,33,21.3,89.5,331.38,2001,9,宜蘭縣,30,2.9833333333333334,11.046
花蓮農改,26.1,31.5,21.4,84.5,361.13,2001,9,花蓮縣,30,2.816666666666667,12.037666666666667
斑鳩分場,25,33.9,20.3,77.5,227.31,2001,9,台東縣,30,2.5833333333333335,7.577
農業試驗所,26.2,32.8,20.7,111.6,289.5,2001,9,台中市,30,3.7199999999999998,9.65
桃園農改,23.3,29.1,18.8,210.3,352.17,2001,10,桃園市,31,6.783870967741936,11.360322580645162
茶改場,23.1,33.5,17.4,202.2,345.47,2001,10,桃園市,31,6.52258064516129,11.144193548387097
五峰站,18.3,25.4,12.4,133.6,358.53,2001,10,新竹縣,31,4.309677419354839,11.565483870967741
苗栗農改,22.9,30.7,16.1,,451.98,2001,10,苗栗縣,31,,14.58
農業試驗所,24.3,31.4,18.4,130.3,352.15,2001,10,台中市,31,4.203225806451614,11.359677419354838
臺中農改,24.2,30.9,18.3,232.4,325.27,2001,10,彰化縣,31,7.496774193548387,10.49258064516129
臺大溪頭,,,,,,2001,10,南投縣,31,,
雲林分場,24.2,36.9,17.6,160.5,345.55,2001,10,雲林縣,31,5.17741935483871,11.146774193548387
義竹分場,24.5,31.8,18.2,,470.38,2001,10,嘉義縣,31,,15.173548387096774
畜試所,24.9,32.6,18.3,135.0,309.24,2001,10,臺南市,31,4.354838709677419,9.975483870967743
恆春畜試,26.1,31.3,22.1,219.7,547.48,2001,10,屏東縣,31,7.087096774193548,17.660645161290322
高雄農改,26.2,33.1,21.4,111.3,275.24,2001,10,屏東縣,31,3.5903225806451613,8.878709677419355
蘭陽分場,23,30.4,17.3,89.8,256.49,2001,10,宜蘭縣,31,2.896774193548387,8.273870967741935
花蓮農改,23.5,30.7,17,78.0,299.02,2001,10,花蓮縣,31,2.5161290322580645,9.645806451612902
斑鳩分場,23.3,34,16.8,124.1,270.07,2001,10,台東縣,31,4.003225806451613,8.711935483870967
桃園農改,19.4,30.5,11.1,192.2,279.34,2001,11,桃園市,30,6.406666666666666,9.311333333333332
茶改場,18.5,29.7,12.6,173.7,277.41,2001,11,桃園市,30,5.79,9.247000000000002
五峰站,13.9,24.7,6.2,124.2,305.45,2001,11,新竹縣,30,4.14,10.181666666666667
苗栗農改,18.5,31,8,,379.28,2001,11,苗栗縣,30,,12.642666666666665
